adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,4000000,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}]",https://theconclavemovie.com,19039,tt0452011,en,The Conclave,"In 1458, five years after the fall of Constantinople to the Moslems, eighteen cardinals meet to elect a new pope. Rodrigo Borgia, a 27 year old cardinal learns to play a very dangerous game.",1.192131,/1GDzYk2f87sUfK9L99fwhZnKlxA.jpg,"[{'name': 'Studio Hamburg International Production', 'id': 1636}, {'name': 'Saltire Entertainment', 'id': 30253}, {'name': 'Alexander Sextus', 'id': 59350}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'DE', 'name': 'Germany'}]",2006-10-07,0.0,100.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Conclave,False,6.5,4.0
False,"{'id': 10919, 'name': 'The Omen Collection', 'poster_path': '/5De8Hqq0z9gmDM7SbWU0C5pTjPC.jpg', 'backdrop_path': '/97vU4Y2bBmoJ3Mwi3uOAL8ahdUC.jpg'}",0,"[{'id': 14, 'name': 'Fantasy'}, {'id': 27, 'name': 'Horror'}, {'id': 9648, 'name': 'Mystery'}]",,17792,tt0102585,en,Omen IV: The Awakening,"Damien Thorn is dead, but his prophecy is reborn in a girl named Delia, who is adopted by two attorneys, Gene &amp; Karen York. When Karen realises her baby was born under suspicious circumstances, she hires a private investigator to find Delia's real parents. A series of bizarre accidents occur, and Karen begins to suspect everyone of conspiring her as she unravels the truth about her baby.",2.729521,/qHXmILIvJkV1sobBGSwbjt40sLh.jpg,"[{'name': 'FNM Films', 'id': 3398}, {'name': 'Harvey Bernhard Productions', 'id': 3399}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}, {'iso_3166_1': 'US', 'name': 'United States of America'}]",1991-05-19,0.0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Omen IV: The Awakening,False,4.6,37.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,108176,tt1054478,en,Daniel Tosh: Completely Serious,"Fresh from his numerous appearances on late night TV and Comedy Central, cutting-edge comic Daniel Tosh brings his seriously funny brand of contemporary comedy to this riotous standup special. Like your Tosh a little raunchy? His unfiltered routine is here, along with a more family-friendly version that will have Grandma laughing, too.",1.209576,/A8hORrTjBHCkCyUZ9p1MKleMzlc.jpg,"[{'name': 'Levity Productions', 'id': 2922}, {'name': 'Levity Entertainment Group', 'id': 21224}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2007-06-17,0.0,60.0,[],Released,,Daniel Tosh: Completely Serious,False,6.5,16.0
False,,0,"[{'id': 37, 'name': 'Western'}, {'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",,37917,tt0084088,en,Honkytonk Man,Young boy leaves the Oklahoma farm to travel with his country musician uncle who is trying out for the Grand Ole Opry. Set during the Great Depression.,3.793634,/7kCPvBNgpb1qAcmEpj1q17ySbcO.jpg,"[{'name': 'Malpaso Productions', 'id': 171}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1982-12-15,0.0,122.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The boy is on his way to becoming a man. The man is on his way to becoming a legend.,Honkytonk Man,False,5.4,39.0
False,,600000,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,43664,tt0281680,en,"The Bread, My Sweet","Dominic works round the clock: nights making biscotti for his family's bakery in a working-class Italian neighborhood in Pittsburgh, then days downtown where he's a specialist in firing people at a company that negotiates mergers. He's thrown for a loop with he learns that Bella, an elderly neighbor who's his family's closest friend, has but a few months to live. All her life, she's saved money in coffee cans for her daughter, Lucca's, wedding, but Lucca is off in foreign lands, initially as a Peace Corps volunteer, and doesn't need a man. Dominic vows to bring Lucca home and convince her to marry him to fulfill Bella's most fervent wish. What will Lucca say?",0.958152,/eORLzMsjGJuIEjP18vwhwHxLngI.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2001-04-21,1023156.0,105.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'it', 'name': 'Italiano'}]",Released,In Italian a good man is a piece of bread.,"The Bread, My Sweet",False,5.0,6.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,44015,tt0223954,en,The Prime Gig,"Pendelton ""Penny"" Wise is a smooth-talking con-artist who makes a living by scamming people with phoney travel comp vacations over the phone when, desperate for more fast cash, he's called to work for a shady, veteran con businessman, named Kelly Grant, in selling property for a gold mine over the phone, which takes a turn when Penny begins a relationship with Grant's mistress Caitlin, where Penny throws common sense and caution to the wind to woo her, while we wonder who is scamming who here. Written by Matthew Patay",1.112059,/hpWkFMDYSHNG8OYiTX7JyJSxxi6.jpg,"[{'name': 'Independent Pictures (II)', 'id': 2833}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-01-01,0.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Too much is never enough.,The Prime Gig,False,5.6,11.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,308823,tt0264121,nl,Uitgesloten,"Uitgesloten is set in 1983. Jonathan is 18 and, just like his best friend Coen, he has grown up in the Jehovah's Witnesses. In this world with its strict rules, Jonathan and Coen however have their own ideas. Both have girlfriends, Marjan and Annemiek, who live in a very different world: the girls study at art school and mix with squatters. The boys do not tell their girlfriends about their background and they anxiously keep Marjan and Annemiek hidden from their own community. The friends lead a double life: they ring doorbells to distribute the Ontwaakt! and play in a band for the Jehovah's Witnesses, while they also visit ska concerts and squatters' bars and become increasingly caught up in the worldly life of Marjan and Annemiek.",0.003275,,[],[],2001-03-12,0.0,84.0,"[{'iso_639_1': 'nl', 'name': 'Nederlands'}]",Released,,Uitgesloten,False,0.0,0.0
False,"{'id': 88574, 'name': 'Scanners Collection', 'poster_path': '/k5fcdW17cUNbyUVWqGu0Uc8QszN.jpg', 'backdrop_path': None}",4100000,"[{'id': 27, 'name': 'Horror'}, {'id': 878, 'name': 'Science Fiction'}, {'id': 53, 'name': 'Thriller'}]",,9538,tt0081455,en,Scanners,"Darryl Revok is the most powerful of all the scanners, and is the head of the underground scanner movement for world domination. Scanners have great psychic power, strong enough to control minds; they can inflict enormous pain/damage on their victims. Doctor Paul Ruth finds a scanner that Revok hasn't, and converts him to their cause - to destroy the underground movement.",10.574039,/zTfR7eZR7johzHzRpkr7cWCkLrm.jpg,"[{'name': 'AVCO Embassy Pictures', 'id': 494}, {'name': 'Canadian Film Development Corporation (CFDC)', 'id': 4952}, {'name': 'Filmplan', 'id': 6160}, {'name': 'Victor Solnicki Productions', 'id': 6161}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1981-01-14,14225876.0,103.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,10 Seconds: The Pain Begins. 15 Seconds: You Can't Breathe. 20 Seconds: You Explode.,Scanners,False,6.5,248.0
False,"{'id': 430186, 'name': 'Bring It On Collection', 'poster_path': '/iybFuFGBKPD8LXOgugjnA8sI6Bb.jpg', 'backdrop_path': '/ypR7RZO9hIAyd3lIx07gJ0AVvbB.jpg'}",28000000,"[{'id': 35, 'name': 'Comedy'}]",https://www.uphe.com/movies/bring-it-on,1588,tt0204946,en,Bring It On,"The Toro cheerleading squad from Rancho Carne High School in San Diego has got spirit, spunk, sass and a killer routine that's sure to land them the national championship trophy for the sixth year in a row. But for newly-elected team captain, the Toros' road to total cheer glory takes a shady turn when she discovers that their perfectly-choreographed routines were in fact stolen.",6.402888,/yg0O6eGgrumDZ1bht3pqMjNaWon.jpg,"[{'name': 'Beacon Communications', 'id': 919}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-08-25,90449929.0,98.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,May the best moves win.,Bring It On,False,5.8,574.0
False,,0,"[{'id': 9648, 'name': 'Mystery'}]",,45960,tt0039197,en,Blind Spot,A mystery writer becomes the prime suspect in a murder investigation when a publisher he last saw is found dead.,0.114769,/x2JAAHTHhhooi9AZ5gCI3RNJonC.jpg,[],[],1947-02-06,0.0,73.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Blind Spot,False,3.5,3.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 27, 'name': 'Horror'}]",,17005,tt1249294,en,Bitten,"A lovelorn paramedic rescues a woman left for dead after a deadly assault. When she refuses to go to the hospital, he takes her in, nurses her back to health and soon falls in love with her. Before long the mysterious woman suffers withdrawal symptoms, leaving the paramedic to believe his newfound love is a drug addict. Coming home to find a blood-drained corpse on his floor, he learns she does indeed have an addiction problem but it's not to drugs...",3.580087,/mep8QvmfVFhDAjXFXccifdsXmeA.jpg,"[{'name': 'Once Bitten Films', 'id': 5224}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",2008-06-29,0.0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Relationships can be draining.,Bitten,False,5.8,17.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,75074,tt1628055,en,Touchback,"A former high-school football star loses his shot at a college scholarship due to a devastating gridiron injury, but gets a second chance at living his dream.",1.609267,/M1jJCflrJXFYHaFko8vDaGIY7W.jpg,"[{'name': 'Freedom Films', 'id': 7706}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-04-13,0.0,118.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Touchback,False,5.5,26.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,339934,tt3504604,en,Steve McQueen: The Man & Le Mans,Steve McQueen: The Man &amp; Le Mans interweaves stunning newly discovered footage and voice recordings with original interviews. It is the true story of how a cinema legend would risk almost everything in pursuit of his dream.,0.673276,/nSu9ta4WiMnscFsM7Iv4FBAXgN4.jpg,"[{'name': 'The Man', 'id': 77609}, {'name': 'Le Mans LTD', 'id': 77610}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",2015-05-16,0.0,112.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The true story of a life changing passion,Steve McQueen: The Man & Le Mans,False,7.6,9.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,91913,tt1695831,is,Eldfjall,Hannes is an old man who has grown apart from his children. Recently retired when his wife gets ill he tries to reconcile with them and to atone for his cold demeanor in the past.,1.240464,/axxkhk0uw9uMZsqDYuJXrWEs3il.jpg,[],"[{'iso_3166_1': 'IS', 'name': 'Iceland'}]",2011-09-30,0.0,95.0,"[{'iso_639_1': 'is', 'name': 'Íslenska'}]",Released,,Volcano,False,7.0,10.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,259690,tt1185253,hr,Kino Lika,"A godforsaken mountain village is the only home that a young football player, a miser peasant and a fat girl have. This isolated part of the country finds itself in the middle of the referendum for or against the EU. Our characters couldn't care less - they are absorbed in their problems. The young football player who accidentally killed his mother doesn't want to join a rich foreign football team and is willing to risk his father's love because of it. The lonely fat girl is so desperate for a friend and for a lover that she will end up seeking both in the pig-sty. The miser peasant will find out that the real misery is in loneliness.",0.067152,/pvMD9Nmc8tWTEGwePcqXjMhd2Uc.jpg,"[{'name': 'Hrvatska Radiotelevizija (HRT)', 'id': 20915}, {'name': 'Kinorama', 'id': 20916}]","[{'iso_3166_1': 'HR', 'name': 'Croatia'}]",2008-07-20,0.0,120.0,"[{'iso_639_1': 'hr', 'name': 'Hrvatski'}]",Released,Guilt. Desire. Thirst.,The Lika Cinema,False,4.0,1.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,87908,tt1979283,el,Nisos 2: To kynigi tou hamenou thisavrou,"Ο Μπάμπης (Βλαδίμηρος Κυριακίδης), ο Άγης (Δημήτρης Τζουμάκης) και η Αφροδίτη (Ζέτα Δούκα) εκτίουν τις ποινές τους. Η μοίρα τα φέρνει έτσι που δύο μόλις ημέρες πριν την αποφυλάκιση, Μπάμπης και Αφροδίτη, γίνονται κατά λάθος μάρτυρες της εξομολόγησης ενός ετοιμοθάνατου βαρυποινίτη στον παπά Λάμπρο. Μαθαίνουν για την ύπαρξη ενός μεγάλου θησαυρού στο νησί, από τα χρόνια της τουρκοκρατίας, η θέση του οποίου υπάρχει σημειωμένη σε κάποιο χάρτη διαιρεμένου σε δύο κομμάτια.",0.271513,/bMr6IvXWwFdMNU3wT3Bgc0zJW4c.jpg,[],"[{'iso_3166_1': 'GR', 'name': 'Greece'}]",2011-12-22,0.0,109.0,"[{'iso_639_1': 'el', 'name': 'ελληνικά'}]",Released,The treasure hunt,The Island 2: The Hunt for the Lost Treasure,False,6.3,6.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",https://www.facebook.com/thisisntfunnymovie,335869,tt3334212,en,This Isn't Funny,Meeting the right person at the wrong time can be the best thing that ever happened to you.,0.417405,/3unjrWxm8jtmsPGc91S06hX0BWe.jpg,"[{'name': 'Nut Bucket Films', 'id': 62512}, {'name': 'Easy Open Productions', 'id': 62513}, {'name': 'Metropolitan Entertainment', 'id': 62514}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2015-11-06,0.0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,Right Person. Wrong Time.,This Isn't Funny,False,7.7,3.0
False,,840000,"[{'id': 12, 'name': 'Adventure'}, {'id': 35, 'name': 'Comedy'}]",http://www.portadosfundos.com.br/contrato-vitalicio/,394499,tt5708172,pt,Porta dos Fundos: Contrato Vitalício,"Two friends, Michael Director and actor Rodrigo, receive the grand prize of the jury in a trendy international film festival. After too much drink, Rodrigo signed a contract to participate in the upcoming film of the filmmaker. Miguel disappears and reappears ten years later with a proposal to make a long delirious. Rodrigo is already famous and distrusts the health director. To make matters worse, you realize that to honor the contract will be required to make a film that can destroy not only his career but his life.",1.357903,/gEVuelO8NL1Eup2VjSnHUVWnKYh.jpg,"[{'name': 'Paramount Pictures', 'id': 4}, {'name': 'Paris Filmes', 'id': 53105}, {'name': 'Porta dos Fundos', 'id': 75998}, {'name': 'Telecine Productions', 'id': 75999}]","[{'iso_3166_1': 'BR', 'name': 'Brazil'}]",2016-06-30,0.0,90.0,"[{'iso_639_1': 'pt', 'name': 'Português'}]",Released,,Porta dos Fundos: Contrato Vitalício,False,4.3,19.0
False,,7400000,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 10749, 'name': 'Romance'}]",,268660,tt3668162,ml,ബാംഗ്ലൂർ ഡെയ്സ്,"A fun roller coaster ride about three young people, Aju, Divya and Kuttan who are cousins, reach Bangalore to dream, discover & explore!",0.955596,/vgQrDwzp0fOezkQZgsr4HO7PtDb.jpg,"[{'name': 'Weekend Blockbusters', 'id': 32731}, {'name': 'Anwar Rasheed Entertainment', 'id': 32732}]","[{'iso_3166_1': 'IN', 'name': 'India'}]",2014-05-30,1300000.0,172.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'kn', 'name': '?????'}, {'iso_639_1': 'ml', 'name': ''}]",Released,Three cousins set out to fulfill their Bangalore dreams.,Bangalore Days,False,7.4,19.0
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10402, 'name': 'Music'}]",,26606,tt0066214,en,Performance,"A young gangster Chas Devlin (James Fox) seeks refuge from the mob in a basement belonging to a reclusive, fading rock star Turner (Mick Jagger). In 'underworld' terms, Chas is a 'performer', a gangster with a talent for violence and intimidation. After taking a trip, he begins to cross dress and experiment with his sexuality. The directorial debut of Nicolas Roeg explores both the liberating impulses and threat of anarchy which provided the twin motors of the 'Swinging Sixties'.",3.3228,/tdNVPW7CC6FX3UvsgWDxnXYPPKl.jpg,"[{'name': 'Goodtimes Enterprises', 'id': 4597}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1970-08-03,0.0,101.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,See them all in a film about fantasy. And reality. Vice. And versa.,Performance,False,6.9,46.0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,48949,tt0080868,en,Hide in Plain Sight,True story of a divorced father in search of his children when his ex-wife enters the witness relocation program.,1.229098,/r81TZGQzanMiSRWJmOQCBOFpvfL.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1980-03-21,0.0,92.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,"If the Justice Dept of the United States abducted your children, what would you do?",Hide in Plain Sight,False,5.8,3.0
False,,0,"[{'id': 99, 'name': 'Documentary'}]",http://www.theseamazingshadows.com/,80337,tt1273222,en,These Amazing Shadows,"Documentary about the National Film Registry, featuring clips of films that have been included in the registry, as well as interviews with members of the National Film Registry Board.",1.263586,/rzP08vB5s5mMGR2NFX8pnw2G0Vs.jpg,"[{'name': 'Gravitas Docufilms', 'id': 43867}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2011-01-22,0.0,88.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,These Amazing Shadows,False,7.5,25.0
False,,812000,"[{'id': 16, 'name': 'Animation'}, {'id': 10751, 'name': 'Family'}]",,11360,tt0033563,en,Dumbo,Dumbo is a baby elephant born with oversized ears and a supreme lack of confidence. But thanks to his even more diminutive buddy -- Timothy the Mouse -- the pint-sized pachyderm learns to surmount all obstacles.,14.655879,/r5IqhwZ61OuKlsyDwvXWyWQZK30.jpg,"[{'name': 'RKO Radio Pictures', 'id': 6}, {'name': 'Walt Disney Productions', 'id': 3166}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1941-10-22,1600000.0,64.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The One...The Only...The FABULOUS...,Dumbo,False,6.8,1206.0
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,265189,tt2121382,sv,Turist,"While holidaying in the French Alps, a Swedish family deals with acts of cowardliness as an avalanche breaks out.",12.165685,/rGMtc9AtZsnWSSL5VnLaGvx1PI6.jpg,"[{'name': 'Motlys', 'id': 2783}, {'name': 'Coproduction Office', 'id': 6505}, {'name': 'Film i Väst', 'id': 17513}]","[{'iso_3166_1': 'NO', 'name': 'Norway'}, {'iso_3166_1': 'SE', 'name': 'Sweden'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2014-08-15,1359497.0,118.0,"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'no', 'name': 'Norsk'}, {'iso_639_1': 'sv', 'name': 'svenska'}, {'iso_639_1': 'en', 'name': 'English'}]",Released,,Force Majeure,False,6.8,255.0
False,,0,[],,129006,tt0133231,en,A Thousand Men and a Baby,"An American soldier finds an abandoned baby in a dumpster. The aircraft's crew welcomed him enthusiastically to provide necessary medical care, but the Korean authorities want to avoid calling the commander to let him in an orphanage. Telefilm based on a true story that occurred in 1953.",0.132938,/tNysMWujtt98vaSxZJd44P8d96G.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-12-07,0.0,96.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,A Thousand Men and a Baby,False,0.0,0.0
False,,103000,"[{'id': 80, 'name': 'Crime'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,27505,tt0016473,en,The Unholy Three,"Three sideshow performers leave their lives of captivity and form a conspiracy known as ""The Unholy Three"" - a sideshow ventriloquist, midget, and strongman work together to commit a series of robberies.",1.345287,/o64L7jsImE3qh44gdyZGM2TS4VP.jpg,"[{'name': 'Metro-Goldwyn-Mayer (MGM)', 'id': 8411}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1925-09-16,704000.0,86.0,[],Released,,The Unholy Three,False,5.8,11.0
False,"{'id': 290933, 'name': 'Superman / Batman (Animated) Collection', 'poster_path': '/tDe32hLCHxIcGNEwmuL3u9doCqX.jpg', 'backdrop_path': '/leoLyMvUq2qExFZMtI8XAHNWQ94.jpg'}",3500000,"[{'id': 28, 'name': 'Action'}, {'id': 12, 'name': 'Adventure'}, {'id': 16, 'name': 'Animation'}]",http://warnervideo.com/supermanbatmanapocalypse//,45162,tt1673430,en,Superman/Batman: Apocalypse,"Batman discovers a mysterious teen-aged girl with superhuman powers and a connection to Superman. When the girl comes to the attention of Darkseid, the evil overlord of Apokolips, events take a decidedly dangerous turn.",5.860115,/wNtrbql45NqvomsYKr3uHXgFj2D.jpg,"[{'name': 'DC Comics', 'id': 429}, {'name': 'Warner Premiere', 'id': 4811}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2010-09-28,0.0,78.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The end is near.,Superman/Batman: Apocalypse,False,7.0,171.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,67255,tt0087377,ja,Gyakufunsha kazoku,"The Kobayashi family finally get the chance to move out of their tiny, cramped Tokyo apartment in favour of the suburban house of their dreams. But all is not well: the house is infested by termites and the family starts cracking up: Son Masaki is studying so obsessively for his exams that he's losing his mind; daughter Erika is oblivious of all but her forthcoming record company audition, grandfather Yasukuni starts getting World War II flashbacks and father Katsuhiko is so worried about his family's ""sickness"" that he thinks can only be cured by group suicide...",0.002001,/aSYEl9IaHRzW0UlYgo218vQL6OA.jpg,"[{'name': 'Art Theatre Guild', 'id': 9181}, {'name': 'Directors Company', 'id': 13260}, {'name': 'International Television Films, Inc.', 'id': 73564}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1984-06-24,0.0,102.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,The Crazy Family,False,6.4,7.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,72026,tt0059159,ja,悦楽,"A corrupt businessman blackmails the lovelorn reprobate Atsushi into watching over his suitcase full of embezzled cash while he serves a jail sentence. Rather than wait for the man to retrieve his money, however, Atsushi decides to spend it all in one libidinous rush—fully expecting to be tracked down and killed.",1.029596,/g5mmtpwgpY85OffuIYCTqNhDtoc.jpg,"[{'name': 'Shôchiku Eiga', 'id': 5070}, {'name': 'Sozosha', 'id': 9182}]","[{'iso_3166_1': 'JP', 'name': 'Japan'}]",1965-08-29,0.0,104.0,"[{'iso_639_1': 'ja', 'name': '日本語'}]",Released,,Pleasures of the Flesh,False,6.0,5.0
False,,0,[],,227600,tt0833444,en,Dombivali Fast,"It is the story of a middle class bank employee, Madhav Apte, an ordinary, law-abiding and honest citizen who faces constant frustration with the injustice and corruption that pervades in all walks of his life. The film portrays Apte's mental breakdown as he reaches his breaking point, and his rampage as a vigilante across Mumbai to set things right.",0.007097,/6NK5gCXNqxI18ZpCVDyWnuuN2WZ.jpg,[],[],2006-10-30,0.0,112.0,"[{'iso_639_1': 'mr', 'name': ''}]",Released,,Dombivali Fast,False,0.0,0.0
False,,0,[],http://www.studionobilescarafoni.it/index.php?option=com_cinema&Itemid=26&task=detail&id=108,236368,tt3425772,en,Song 'e napule,Young musician becomes an undercover agent and is asked to join a neomelodic band in order to allow police to get their hands on an elusive camorra boss.,1.673506,/tSW1FGNOx0OnBIA4JiypoLRvAna.jpg,[],[],2013-11-11,0.0,114.0,[],Released,,Song 'e napule,False,6.4,23.0
False,,0,"[{'id': 28, 'name': 'Action'}, {'id': 18, 'name': 'Drama'}]",,42725,tt0061189,en,The Wild Angels,"Peter Fonda plays 'Heavenly Blues', the leader of Hell's Angels chapter from Venice, California while Bruce Dern plays 'Loser', his best pal. When they both botch their attempt to retrieve Loser's stolen bike, Loser ends up in the hospital. When the Angels bust him out, he dies, and they bury him. Nancy Sinatra plays Mike, Blues' ""old lady"" and Diane Ladd plays Loser's wife (Dern's real-life wife at the time). The plot is basically a buildup to the last half-hour of the film in which Loser's funeral becomes another wild party.",5.808639,/sAT1FEZGVAdEr5ZWLYKMmaTLefT.jpg,"[{'name': 'American International Pictures (AIP)', 'id': 9266}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1966-07-20,0.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The most terrifying film of your time!,The Wild Angels,False,5.8,17.0
False,,0,[],,257563,tt0203725,en,Narcissus,"In this short film by Norman McLaren, dancers enact the Greek tragedy of Narcissus, the beautiful youth whose excessive self-love condemned him to a trapped existence. Skilfully merging film, dance and music, the film is a compendium of the techniques McLaren acquired over a lifetime of experimentation.",0.085889,/l6tsipq94XcG0fm4Xv35zPWh7dD.jpg,"[{'name': 'National Film Board of Canada (NFB)', 'id': 17027}]","[{'iso_3166_1': 'CA', 'name': 'Canada'}]",1983-08-18,0.0,22.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Narcissus,False,5.0,2.0
False,,0,[],,165569,tt0367245,en,Wuthering Heights,A musical version of the classic story set in the modern day.,0.539564,/q3rJqtzYZelGUJUVweFmFM8bK9D.jpg,[],[],2003-09-14,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Wuthering Heights,False,4.5,6.0
False,,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 18, 'name': 'Drama'}, {'id': 35, 'name': 'Comedy'}]",,119694,tt0114580,en,The Sunshine Boys,Two aging comedians who acrimoniously dissolved their act eight years earlier must overcome their differences when they have the chance for a lucrative movie comeback.,0.474328,/mO8YQ7EzvGCmDKJZCBhGFY8pF6N.jpg,"[{'name': 'Hallmark Entertainment', 'id': 4056}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1996-02-15,0.0,90.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Sunshine Boys,False,4.5,4.0
False,,0,[],,123897,tt0085313,en,Cave In!,"A party of tourists -- including a state senator (Susan Sullivan), a park ranger (Dennis Cole) who was her one-time lover, a cantankerous professor (Ray Milland), and an escaped convict (James Olson) -- are trapped deep inside the caverns of an unnamed national park, rescued briefly, and then caught in a second cave-in. This Irwin Allen mini-disaster film made in 1979 was shelved for a number of TV seasons, as was his ""The Night the Bridge Fell Down"", made back to back with this one by the same director and much of the same crew.",0.304105,/xIdCsIIkqdWBCZq7N4aMFy3bj93.jpg,[],[],1983-06-19,0.0,120.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Cave In!,False,0.0,0.0
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}, {'id': 37, 'name': 'Western'}, {'id': 10749, 'name': 'Romance'}]",,118443,tt0127389,en,Nothing Too Good for a Cowboy,A group of young adults struggle to run the biggest cattle ranch in the world amidst World War II.,0.009019,/1XCRdH2mUoFDMisI0ndSOWeIOGw.jpg,[],[],1998-01-04,0.0,92.0,[],Released,,Nothing Too Good for a Cowboy,False,0.0,0.0
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,20339,tt0108207,en,Splitting Heirs,"A member of the English upper class dies, leaving his estate and his business to an American, whom he thinks is his son who was lost as a baby and then found again. An Englishman who thinks he is an Indian comes to believe that he is actually the heir. He comes to hate the American who is his boss, his friend, and the man who has stolen the woman after whom he lusts.",3.27076,/bOxCNid7ZLB9SoUkIGhWKfDqrZy.jpg,"[{'name': 'Universal Pictures', 'id': 33}, {'name': 'Prominent Features', 'id': 11352}]","[{'iso_3166_1': 'GB', 'name': 'United Kingdom'}]",1993-04-02,3200000.0,87.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,A wickedly funny comedy of Royal proportions,Splitting Heirs,False,4.6,22.0
